Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
May 27 2021 12:51:48,6,1,2,8,4.25,0.943,0.98,0.98,3,1,0.0573,0.0198,0.0198,0.0375,0.0029,防晒  - 防晒霜用量 :[.]- 防晒霜防晒等级 :选择SPF15或者PA++即可。 - 通过天气预报中的紫外线（UV）指数可以判断是否需要防晒，以及需要采取怎样的防晒方式 - 防晒喷雾比较适用于躯干 - 防晒霜适用于脸部 - 选择防晒霜需要注意性质：分为水性和油性，决定了是否可以用水清洗还是需要用化妆水清洗。
May 27 2021 12:52:30,7,1,3,2,0.79,0.94,0.979,0.979,5,1,0.0595,0.0209,0.0209,0.0386,0.0031,防晒  - 防晒霜用量 :充足 - 防晒霜防晒等级 :选择[.]或者PA++即可。 - 通过天气预报中的紫外线（UV）指数可以判断是否需要防晒，以及需要采取怎样的防晒方式 - 防晒喷雾比较适用于躯干 - 防晒霜适用于脸部 - 选择防晒霜需要注意性质：分为水性和油性，决定了是否可以用水清洗还是需要用化妆水清洗。
May 28 2021 09:52:56,25,1,3,7,2.18,0.938,0.975,0.975,5,1,0.0615,0.0253,0.0253,0.0363,0.0031,洗脸的步骤 1. [.] 2. 洁面 3. 化妆水 4. 精华液/乳/霜 5. 乳液/面霜 6. 防晒霜
May 29 2021 11:50:23,7,2,7,23,3.31,0.954,0.991,0.991,5,1,0.0457,0.0089,0.0089,0.0368,0.002,防晒  - 防晒霜用量 :充足 - 防晒霜防晒等级 :选择[.]或者PA++即可。 - 通过天气预报中的紫外线（UV）指数可以判断是否需要防晒，以及需要采取怎样的防晒方式 - 防晒喷雾比较适用于躯干 - 防晒霜适用于脸部 - 选择防晒霜需要注意性质：分为水性和油性，决定了是否可以用水清洗还是需要用化妆水清洗。
May 29 2021 11:50:28,15,3,10,13,1.32,0.822,0.91,0.91,5,1,0.1783,0.0899,0.0899,0.0883,0.0237,洗脸 - 使用温水洗脸 - 使用尽量柔软的毛巾，毛巾每周清洗、日晒，保持清洁 - 使用[.]洗面奶 - 先把洗面奶挤在手上搓出泡沫，在往脸上扑 - 毛巾擦脸的力度： 轻柔 - 擦干之后立刻开始拍化妆水
May 29 2021 11:50:30,22,2,7,10,1.38,0.874,0.936,0.936,5,1,0.1258,0.0642,0.0642,0.0616,0.0117,保养皮肤生活习惯 - 注意饮食，重点是[.]- 保持睡眠充足 - 培养正确的认识论，学会看医生
May 30 2021 19:53:08,46,1,3,3,0.99,0.933,0.966,0.966,5,1,0.0665,0.0344,0.0344,0.0322,0.0032,投资者认购的基金必须要等到基金[.]结束之后才能赎回，或者等到基金可以上市交易后才能卖出。 投资者若是申购基金，则可在申购成功后的下一交易日赎回。
May 30 2021 19:53:42,64,1,3,4,1.24,0.932,0.966,0.966,5,1,0.068,0.0343,0.0343,0.0336,0.0034,简述一只基金需要经历的五个阶段  1.募集期  2.验资期 3.封闭期 4.开放期 5.[.]
May 30 2021 19:53:53,26,3,1,3,3.21,0.806,0.888,0.888,2,0,0.8064,0.8883,0.8883,-0.0819,-0.1387,洗脸的步骤 1. 卸妆 2. 洁面 3. [.] 4. 精华液/乳/霜 5. 乳液/面霜 6. 防晒霜
May 30 2021 19:53:56,20,3,10,7,0.66,0.803,0.887,0.887,5,1,0.1967,0.1135,0.1135,0.0832,0.0258,洗脸的步骤 1. 卸妆 2. [.] 3. 化妆水 4. 精华液/乳/霜 5. 乳液/面霜 6. 防晒霜
