Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
3月 31 2021 10:54:26,17,1,3,8,2.62,0.975,0.968,0.968,5,1,0.0246,0.0315,0.0315,-0.0069,-0.0004,Racket正式引入了local-apply-transformer这个api，它解决了什么问题呢？  如果上面的expander1也想要自己支持扩展功能，它能复用apply-expander过程吗？不能，因为[.]注意到上面的introducer是apply .
3月 31 2021 10:54:52,42,1,2,7,3.74,0.978,0.978,0.978,5,1,0.0218,0.022,0.022,-0.0002,0,racket中可扩展宏定义中pattern expander处在local-apply-transformer和非local-apply-transformer中如何记录disappeared-use？
3月 31 2021 10:55:10,19,1,2,3,1.43,0.98,0.968,0.968,5,1,0.0197,0.0322,0.0322,-0.0125,-0.0007,Racket正式引入了local-apply-transformer这个api，它解决了什么问题呢？  如果上面的expander1也想要自己支持扩展功能，它能复用apply-expander过程吗？不能，因为syntax-local-introduce是属于use-expander的，introduer才是expander1自己的_syntax .
3月 31 2021 10:55:17,10,1,2,6,3.24,0.982,0.967,0.967,5,1,0.018,0.033,0.033,-0.015,-0.0008,可扩展的宏   这个方法的核心在于apply-expander过程： 1.输入的stx首先被应用syntax-local-introduce，模拟[.]的展开过程暂时结束，准备进入新一次的宏展开。2.introducer被应用，模拟进入了新一次的宏展开，引入新的 macro-introduction scope 。 3 .
3月 31 2021 10:55:46,8,1,2,3,1.37,0.983,0.966,0.966,5,1,0.0167,0.0337,0.0337,-0.017,-0.0009,如何让drracket正确地画出箭头  宏的Pattern 的 literal identifier： foo  使用syntax-case： (define-syntax (bar stx)   (syntax-case stx ()     [(_ foo-id x)      (free-identifier=? #_foo-id .
4月 01 2021 11:39:59,31,2,5,4,0.79,0.969,0.937,0.937,5,1,0.0309,0.0626,0.0626,-0.0317,-0.003,导致可扩展宏各种错误真正的问题有是： 1.内部的expander1先于外部的use-expander被展开，以至内部被[.]。 2.expander1的展开没有适当地引入 use-site scope。
4月 01 2021 11:40:09,69,1,2,24,11.86,0.985,0.997,0.996,5,1,0.0146,0.0027,0.0042,0.0105,0.0002,racket中local-expand在特定的intedef-ctx下展开时，当intdef-ctx的外层还有intdef-ctx的，context-v应该是什么？
4月 01 2021 11:40:31,27,2,5,28,5.53,0.972,0.994,0.994,5,1,0.0275,0.0057,0.0059,0.0216,0.0007,得到了3，为什么呢？ 简单来说，在apply-expander时，因为use-expander的定义和使用在同一 definition context ，syntax-local-introduce反转的不仅有 macro-introduction scope ，还有 use-site scope ，因此[.]中的x被打上了 use-site .
4月 01 2021 11:40:44,21,2,5,35,7.08,0.974,0.994,0.994,5,1,0.0262,0.0062,0.0064,0.0198,0.0006,racket的local-apply-transformer解决了什么问题？
4月 01 2021 11:40:51,28,2,5,31,6.23,0.975,0.994,0.994,5,1,0.0251,0.0057,0.006,0.0191,0.0006,得到了3，为什么呢？ 简单来说，在apply-expander时，因为use-expander的定义和使用在同一 definition context ，syntax-local-introduce反转的不仅有 macro-introduction scope ，还有 use-site scope ，因此expander1中的x被打上了 use .
Apr 02 2021 10:57:34,51,2,5,26,5.28,0.976,0.994,0.993,5,1,0.0241,0.0063,0.0066,0.0175,0.0005,(syntax-local-bind-syntaxes id-list expr intdef-ctx extra-intdef-ctxs)  将id-list中identifier在[.]中绑定。 当expr是#f是对应define-values的情况，当expr是syntax的时候对应define-syntaxes的情况。 .
Apr 02 2021 10:57:46,54,2,5,33,6.69,0.977,0.994,0.993,5,1,0.0233,0.0063,0.0066,0.0167,0.0005,(syntax-local-bind-syntaxes id-list expr intdef-ctx extra-intdef-ctxs)  将id-list中identifier在intdef-ctx中绑定。 当expr是#f是对应define-values的情况，当expr是syntax的时候对应define-syntaxes的情况。 .
Apr 02 2021 10:57:54,37,3,8,38,4.72,0.966,0.991,0.991,5,1,0.0335,0.0086,0.009,0.0246,0.001,现有的local-apply-transformer可扩展宏在internal definition context下存在的问题是？
Apr 02 2021 11:01:02,56,2,5,34,6.74,0.978,0.994,0.995,5,1,0.0218,0.0063,0.0053,0.0165,0.0004,(syntax-local-bind-syntaxes id-list expr intdef-ctx extra-intdef-ctxs)中extra-intdef-ctxs参数何时被忽略？
Apr 02 2021 11:01:14,40,3,8,60,7.45,0.968,0.992,0.994,5,1,0.0316,0.0084,0.0057,0.0259,0.001,请写出racket中使用with-disappeared-uses来追踪#_a_#_b_并且返回#_c的代码
Apr 02 2021 11:01:21,57,2,5,32,6.31,0.979,0.994,0.995,5,1,0.0206,0.0063,0.0052,0.0154,0.0004,令ctx = (syntax-local-make-definition-context parent-ctx #f)，假如向ctx中加入定义，那么parent-ctx中也会被加入该定义吗？
Apr 02 2021 11:04:50,35,3,7,26,3.65,0.97,0.991,0.994,5,1,0.0301,0.0086,0.0056,0.0244,0.0009,racket中可扩展的宏为什么不要用syntax-rules去编写？
Apr 02 2021 11:04:59,58,2,5,37,7.35,0.98,0.994,0.995,5,1,0.0197,0.0063,0.0052,0.0145,0.0004,(internal-definition-context-introduce intdef-ctx stx mode)干了什么？
Apr 02 2021 11:06:00,36,3,7,34,4.88,0.971,0.991,0.994,5,1,0.0288,0.0086,0.0056,0.0232,0.0008,现有的local-apply-transformer可扩展宏在expression context下存在的问题是？
Apr 02 2021 11:09:57,68,2,5,29,5.83,0.981,0.994,0.995,5,1,0.0189,0.0058,0.0051,0.0138,0.0003,racket中local-expand在特定的intedef-ctx下展开时，当intdef-ctx的外层没有intdef-ctx的时候，context-v应该是什么？
Apr 02 2021 11:10:02,4,3,7,56,8.05,0.972,0.991,0.994,5,1,0.0277,0.0093,0.0056,0.0221,0.0007,如何让drracket正确地画出箭头  宏的Pattern 的 literal identifier： foo  使用syntax-case： (define-syntax (bar stx)   (syntax-case stx ()     [(_ foo-id x)      (free-identifier=? #_foo-id .
Apr 02 2021 11:10:47,48,3,7,51,7.31,0.973,0.992,0.995,5,1,0.0272,0.0081,0.0054,0.0218,0.0007,racket中（internal-definition-context-track intdef-ctx stx)的作用是？
Apr 02 2021 11:11:07,45,3,7,55,7.9,0.973,0.992,0.995,5,1,0.0268,0.0082,0.0054,0.0214,0.0007,racket中(syntax-track-origin new-stx orig-stx id-stx)所做的两件事情是？
Apr 02 2021 11:12:27,46,3,7,39,5.56,0.974,0.992,0.995,5,1,0.0264,0.0082,0.0054,0.021,0.0007,为了画出正确的箭头，racket中类似于syntax-parse里面xx:id这种情况，应该怎样做能够画出正确箭头？
Apr 02 2021 11:12:36,32,3,7,26,3.68,0.974,0.991,0.995,5,1,0.026,0.0087,0.0055,0.0205,0.0006,导致可扩展宏各种错误真正的问题有是： 1.内部的expander1先于外部的use-expander被展开，以至内部被打上了本不该有的local scope。 2.expander1的展开没有适当地引入 [.]。
Apr 02 2021 11:13:05,65,2,5,36,7.19,0.983,0.994,0.995,5,1,0.0172,0.0059,0.0051,0.0121,0.0003,racket中local-expand在_module-begin的context下面展开的结果为？
Apr 02 2021 11:13:10,52,2,5,59,11.77,0.983,0.994,0.995,5,1,0.017,0.0063,0.0052,0.0118,0.0003,(syntax-local-bind-syntaxes id-list expr intdef-ctx extra-intdef-ctxs)  将id-list中identifier在intdef-ctx中绑定。 当expr是#f是对应[.]的情况，当expr是syntax的时候对应define-syntaxes的情况。 .
Apr 02 2021 11:14:37,64,2,5,36,7.14,0.983,0.994,0.995,5,1,0.0167,0.006,0.0051,0.0116,0.0003,racket中local-expand什么情况下不会进行局部变量解析操作？
Apr 02 2021 11:14:45,44,3,7,36,5.13,0.975,0.992,0.995,5,1,0.0247,0.0084,0.0054,0.0193,0.0006,racket中关于画正确箭头的sub-range-binders属性的用法比较简单，一般用format-id的[.]特性即可。
