Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
May 18 2021 11:24:42,327,1,2,6,2.82,0.975,0.977,0.977,5,1,0.0246,0.0227,0.0227,0.0019,0.0001,a person who founded sth
May 18 2021 11:24:48,4436,1,2,6,3.02,0.978,0.977,0.977,5,1,0.0218,0.023,0.023,-0.0011,-0.0001,culin: a person whose profession is cooking
May 18 2021 11:25:07,136,1,2,6,3.2,0.98,0.976,0.976,4,1,0.0197,0.0236,0.0236,-0.0039,-0.0002,such that is not wanted or desired
May 18 2021 11:25:14,884,1,2,4,1.9,0.982,0.977,0.977,4,1,0.018,0.0227,0.0227,-0.0047,-0.0002,culin: round and flat pieces of potato cooked in oil and sold in packets
May 18 2021 11:25:19,203,1,2,5,2.74,0.983,0.976,0.976,5,1,0.0167,0.0239,0.0239,-0.0073,-0.0003,a lazy person
May 18 2021 11:25:24,442,1,2,4,1.89,0.984,0.977,0.977,5,1,0.0156,0.0235,0.0235,-0.0079,-0.0003,rapid (adj)
May 18 2021 11:25:33,453,1,2,3,1.52,0.985,0.976,0.976,5,1,0.0146,0.0243,0.0243,-0.0097,-0.0004,things such as tables_ chairs_ wardrobes that are put into a room
May 18 2021 11:25:40,619399,1,2,3,1.51,0.986,0.976,0.976,5,1,0.0139,0.0239,0.0239,-0.0101,-0.0004,parallel (P)(adj)
May 19 2021 12:01:33,147,2,5,3,0.66,0.974,0.937,0.937,5,1,0.0262,0.0626,0.0626,-0.0363,-0.0032,a thick covering of hair on the chin and cheeks in males
May 19 2021 12:01:37,459,2,5,33,6.54,0.975,0.995,0.994,5,1,0.0251,0.0053,0.0055,0.0196,0.0006,to take sb_s property by violence (e.g. by breaking into his house)
May 19 2021 12:01:46,252,2,5,38,7.51,0.976,0.995,0.994,5,1,0.0241,0.0053,0.0055,0.0186,0.0006,inferior (adj)(e.g. about a result)
May 19 2021 12:02:04,451,2,5,32,6.47,0.977,0.995,0.994,5,1,0.0233,0.0054,0.0056,0.0176,0.0005,Hi!
May 19 2021 12:02:12,149,2,5,27,5.3,0.978,0.995,0.994,5,1,0.0225,0.0054,0.0056,0.0168,0.0005,such that may serve as an example (e.g. problem)
May 19 2021 12:02:16,141,2,5,34,6.7,0.978,0.995,0.994,5,1,0.0218,0.0054,0.0057,0.0161,0.0004,that what is eaten
May 19 2021 12:02:19,121,2,5,21,4.23,0.979,0.995,0.994,5,1,0.0212,0.0053,0.0056,0.0156,0.0004,to make noise (about a dog)
May 19 2021 12:02:25,647,2,5,22,4.4,0.979,0.995,0.994,5,1,0.0206,0.0053,0.0055,0.0151,0.0004,a toothed tool that can be used to gather leaves or loosen the soil
May 19 2021 12:03:13,618867,2,5,23,4.59,0.98,0.995,0.994,5,1,0.0202,0.0053,0.0056,0.0146,0.0004,bioch: a vesicle made of a lipid bilayer
May 19 2021 12:03:20,378,2,5,24,4.85,0.98,0.995,0.994,5,1,0.0197,0.0053,0.0056,0.0141,0.0004,a hand tool with two cutting blades for cutting paper_ hair_ etc.
May 19 2021 12:03:24,419,2,5,32,6.34,0.981,0.995,0.994,5,1,0.0193,0.0053,0.0056,0.0137,0.0003,1 m (number)
May 19 2021 12:03:31,481,2,5,22,4.33,0.981,0.995,0.994,5,1,0.0189,0.0054,0.0056,0.0133,0.0003,to move along in water (e.g. about a fish)
May 19 2021 12:03:36,22019,2,5,34,6.74,0.981,0.995,0.994,5,1,0.0186,0.0054,0.0056,0.0129,0.0003,to become sick because of a cold virus
May 19 2021 12:03:48,190,2,5,43,8.53,0.982,0.995,0.994,5,1,0.0182,0.0054,0.0057,0.0126,0.0003,a large_ self-service shop
May 19 2021 12:03:57,427,2,5,38,7.57,0.982,0.995,0.994,5,1,0.0179,0.0053,0.0056,0.0123,0.0003,such that likes to show hospitality (about a person)
May 19 2021 12:04:03,168,2,5,37,7.3,0.982,0.995,0.994,5,1,0.0177,0.0054,0.0057,0.012,0.0003,to fall in drops
May 20 2021 06:56:41,227,3,7,51,7.26,0.974,0.992,0.992,5,1,0.026,0.0078,0.0082,0.0178,0.0006,a band of leather used around the waist to keep trousers in position
May 20 2021 06:56:52,408,3,7,40,5.65,0.974,0.992,0.995,5,1,0.0257,0.0078,0.0053,0.0203,0.0006,a bonus
May 20 2021 06:57:17,187,3,7,29,4.19,0.975,0.992,0.995,5,1,0.0253,0.0078,0.0053,0.02,0.0006,a garment that covers female breasts
May 20 2021 06:57:21,672,3,7,39,5.53,0.975,0.992,0.995,5,1,0.025,0.0078,0.0053,0.0197,0.0006,not honest
