Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
4月 21 2021 11:18:00,10,1,2,2,0.81,0.948,0.976,0.976,1,0,0.9479,0.9764,0.9764,-0.0285,-0.0548,平假名e的写法是？
Apr 22 2021 09:50:28,3,2,7,4,0.57,0.893,0.934,0.934,5,1,0.1067,0.0661,0.0661,0.0406,0.007,あ 的罗马音是?
Apr 22 2021 09:50:41,5,2,7,3,0.47,0.889,0.942,0.942,5,1,0.1113,0.0576,0.0576,0.0537,0.0091,平假名a的写法是？
Apr 22 2021 09:50:52,4,2,7,3,0.43,0.885,0.941,0.941,5,1,0.1155,0.0587,0.0587,0.0568,0.0099,い的罗马音是？
Apr 22 2021 09:50:55,7,2,7,6,0.87,0.881,0.94,0.94,5,1,0.1193,0.0596,0.0596,0.0597,0.0107,う的罗马音是？
Apr 22 2021 09:50:59,8,2,7,4,0.63,0.877,0.939,0.939,5,1,0.1227,0.0607,0.0607,0.062,0.0114,平假名u的写法是？
Apr 22 2021 09:51:04,21,2,7,5,0.74,0.874,0.939,0.939,5,1,0.1258,0.0615,0.0615,0.0643,0.012,こ的罗马音是？
Apr 22 2021 09:51:07,22,2,7,7,0.97,0.873,0.937,0.937,5,1,0.1275,0.0626,0.0626,0.0649,0.0123,平假名ko的写法是？
Apr 22 2021 09:52:47,24,1,3,3,1.1,0.956,0.971,0.971,5,1,0.0435,0.0293,0.0293,0.0142,0.001,平假名sa的写法是？
Apr 23 2021 13:21:56,11,3,10,6,0.58,0.891,0.892,0.892,5,1,0.1085,0.1083,0.1083,0.0003,0.0001,お的罗马音是?
Apr 23 2021 13:22:11,51,1,2,1,0.5,0.939,0.958,0.958,1,0,0.9389,0.9575,0.9575,-0.0186,-0.0353,平假名nu的写法是？
Apr 23 2021 13:22:28,39,2,1,1,1.38,0.862,0.924,0.924,1,0,0.8621,0.9238,0.9238,-0.0617,-0.1101,て的罗马音是？
Apr 23 2021 13:22:33,32,2,7,2,0.35,0.86,0.922,0.922,5,1,0.1398,0.0781,0.0781,0.0617,0.0134,そ的罗马音是？
Apr 23 2021 13:22:36,49,1,3,2,0.71,0.929,0.953,0.953,5,1,0.0711,0.0475,0.0475,0.0236,0.0028,ぬ的罗马音是？
Apr 23 2021 13:23:16,42,2,7,4,0.63,0.868,0.92,0.92,5,1,0.1319,0.0798,0.0798,0.0521,0.011,平假名to的写法是？
Apr 23 2021 13:23:27,37,2,7,4,0.63,0.873,0.919,0.919,5,1,0.127,0.0814,0.0814,0.0457,0.0095,つ的罗马音是？
Apr 23 2021 13:23:30,18,3,10,6,0.59,0.83,0.88,0.88,5,1,0.1696,0.1202,0.1202,0.0494,0.0143,平假名ku的写法是？
Apr 23 2021 13:23:37,30,2,7,2,0.29,0.887,0.916,0.916,5,1,0.1127,0.0838,0.0838,0.0289,0.0057,ち的罗马音是？
Apr 23 2021 13:25:17,16,3,10,5,0.51,0.848,0.876,0.876,5,1,0.1524,0.1237,0.1237,0.0288,0.0079,平假名ki的写法是？
Apr 23 2021 13:25:26,13,3,1,1,1,0.798,0.875,0.875,2,0,0.798,0.8746,0.8746,-0.0765,-0.128,か的罗马音是？
Apr 23 2021 13:25:30,34,2,7,2,0.33,0.864,0.912,0.912,5,1,0.1363,0.0878,0.0878,0.0485,0.0109,た的罗马音是？
Apr 23 2021 13:25:41,19,3,1,1,1.04,0.781,0.871,0.937,2,0,0.7806,0.8713,0.9373,-0.1567,-0.2692,け的罗马音是？
Apr 23 2021 13:26:02,10,2,1,1,1,0.84,0.802,0.802,2,0,0.8398,0.8024,0.8024,0.0374,0.0614,平假名e的写法是？
Apr 23 2021 13:26:06,14,3,10,9,0.94,0.769,0.869,0.943,5,1,0.2311,0.1305,0.0567,0.1744,0.0502,平假名ka的写法是？
Apr 23 2021 13:26:16,12,3,10,6,0.63,0.775,0.868,0.943,5,1,0.2247,0.1323,0.0574,0.1673,0.0472,平假名o的写法是？
Apr 23 2021 13:26:19,15,3,10,8,0.75,0.787,0.866,0.942,5,1,0.2134,0.1339,0.0581,0.1553,0.0422,き的罗马音是？
Apr 23 2021 13:26:44,6,3,10,8,0.75,0.797,0.864,0.941,5,1,0.2033,0.1359,0.0589,0.1444,0.0378,平假名i的写法是？
Apr 24 2021 13:50:38,59,2,7,4,0.55,0.862,0.894,0.953,5,1,0.1381,0.1064,0.0467,0.0913,0.0169,平假名hi的写法是？
Apr 24 2021 13:50:40,58,2,7,6,0.84,0.864,0.892,0.953,5,1,0.1357,0.1077,0.0473,0.0884,0.0162,ひ的罗马音是？
Apr 24 2021 13:50:45,52,2,7,5,0.78,0.867,0.89,0.952,5,1,0.1333,0.1095,0.048,0.0853,0.0155,ね的罗马音是？
Apr 24 2021 13:50:47,19,1,2,2,0.95,0.929,0.898,0.92,5,1,0.0707,0.1017,0.0802,-0.0094,-0.0014,け的罗马音是？
Apr 24 2021 13:50:52,28,3,10,7,0.71,0.814,0.852,0.936,5,1,0.1863,0.1483,0.064,0.1223,0.0306,平假名su的写法是？
Apr 24 2021 13:50:56,23,3,10,8,0.81,0.821,0.85,0.935,5,1,0.179,0.1503,0.0648,0.1141,0.0278,さ的罗马音是？
Apr 24 2021 13:51:02,39,1,2,3,1.68,0.934,0.898,0.933,5,1,0.0656,0.1019,0.0667,-0.001,-0.0001,て的罗马音是？
Apr 24 2021 13:51:23,51,1,2,2,1.08,0.934,0.898,0.943,5,1,0.0662,0.1019,0.0572,0.009,0.0011,平假名nu的写法是？
Apr 24 2021 13:51:32,43,2,7,4,0.6,0.877,0.886,0.95,5,1,0.1233,0.1137,0.0498,0.0735,0.0127,な的罗马音是？
Apr 24 2021 13:51:35,13,1,2,7,3.38,0.934,0.898,0.95,5,1,0.0657,0.1017,0.0501,0.0155,0.0018,か的罗马音是？
Apr 24 2021 13:51:39,10,1,2,1,0.64,0.94,0.898,0.955,5,1,0.0604,0.1017,0.0448,0.0156,0.0016,平假名e的写法是？
4月 25 2021 11:36:08,54,3,10,13,1.3,0.844,0.84,0.931,5,1,0.1559,0.1597,0.0687,0.0872,0.0196,の的罗马音是？
4月 25 2021 11:36:13,49,2,7,30,4.33,0.957,0.993,0.993,5,1,0.043,0.0074,0.0074,0.0355,0.0018,ぬ的罗马音是？
